VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,election_zone,winner_name,winner_party,winner_votes,recall_agree_votes,recall_disagree_votes,compared_with,gap,recall_valid_votes,recall_eligible_voters,eligible_voters_election
68000100002,桃園市,平鎮區,高雙里,桃園市第05選區,劉仁照,民主進步黨,1341,1102,1369,recall_agree_votes,239,2471,4294,4289
66000080034,臺中市,北屯區,北京里,臺中市第05選區,莊競程,民主進步黨,1021,783,885,recall_agree_votes,238,1668,2901,2989
68000010018,桃園市,桃園區,西埔里,桃園市第04選區,范綱祥,民主進步黨,1084,847,835,recall_agree_votes,237,1682,2943,2984
10009200001,雲林縣,水林鄉,水北村,雲林縣第01選區,蘇治芬,民主進步黨,685,448,446,recall_agree_votes,237,894,1988,2030
68000030025,桃園市,大溪區,田心里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,1429,1192,999,recall_agree_votes,237,2191,4059,4081
65000120013,新北市,瑞芳區,傑魚里,新北市第12選區,賴品妤,民主進步黨,565,329,473,recall_agree_votes,236,802,1711,1769
68000080029,桃園市,八德區,大昌里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,842,606,865,recall_agree_votes,236,1471,2611,2653
68000120001,桃園市,觀音區,觀音里,桃園市第02選區,黃世杰,民主進步黨,863,627,801,recall_agree_votes,236,1428,2963,2780
68000110009,桃園市,新屋區,東明里,桃園市第02選區,黃世杰,民主進步黨,592,356,480,recall_agree_votes,236,836,1431,1388
68000050039,桃園市,蘆竹區,正興里,桃園市第01選區,鄭運鵬,民主進步黨,1288,1053,1182,recall_agree_votes,235,2235,4303,4202
68000080041,桃園市,八德區,大愛里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,728,494,850,recall_agree_votes,234,1344,2347,2387
68000080007,桃園市,八德區,廣興里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,961,731,944,recall_agree_votes,230,1675,2988,3045
66000060010,臺中市,西屯區,何厝里,臺中市第04選區,張廖萬堅,民主進步黨,1073,843,920,recall_agree_votes,230,1763,3126,3064
65000270006,新北市,金山區,五湖里,新北市第12選區,賴品妤,民主進步黨,566,336,482,recall_agree_votes,230,818,1543,1582
63000040019,臺北市,中山區,新庄里,臺北市第03選區,謝佩芬,民主進步黨,1485,1256,1174,recall_agree_votes,229,2430,3940,4032
68000050040,桃園市,蘆竹區,濱海里,桃園市第01選區,鄭運鵬,民主進步黨,735,506,603,recall_agree_votes,229,1109,2256,2362
68000110023,桃園市,新屋區,望間里,桃園市第02選區,黃世杰,民主進步黨,593,364,386,recall_agree_votes,229,750,1360,1316
65000120030,新北市,瑞芳區,瑞濱里,新北市第12選區,賴品妤,民主進步黨,498,274,454,recall_agree_votes,224,728,1529,1552
68000110008,桃園市,新屋區,社子里,桃園市第02選區,黃世杰,民主進步黨,567,343,424,recall_agree_votes,224,767,1323,1305
68000120009,桃園市,觀音區,坑尾里,桃園市第02選區,黃世杰,民主進步黨,630,408,516,recall_agree_votes,222,924,1895,1857
68000120023,桃園市,觀音區,富林里,桃園市第02選區,黃世杰,民主進步黨,733,511,559,recall_agree_votes,222,1070,2120,2024
63000040032,臺北市,中山區,興亞里,臺北市第03選區,謝佩芬,民主進步黨,1602,1381,1296,recall_agree_votes,221,2677,4546,4561
63000100038,臺北市,內湖區,麗山里,臺北市第04選區,高嘉瑜,民主進步黨,1620,1400,1449,recall_agree_votes,220,2849,4702,4819
63000040026,臺北市,中山區,行孝里,臺北市第03選區,謝佩芬,民主進步黨,1339,1120,1053,recall_agree_votes,219,2173,3623,3675
65000030003,新北市,中和區,信和里,新北市第08選區,吳崢,民主進步黨,1129,910,1032,recall_agree_votes,219,1942,3487,3596
68000120020,桃園市,觀音區,保障里,桃園市第02選區,黃世杰,民主進步黨,818,600,467,recall_agree_votes,218,1067,1979,1947
65000030066,新北市,中和區,自強里,新北市第08選區,吳崢,民主進步黨,1327,1110,1176,recall_agree_votes,217,2286,4154,4231
68000120013,桃園市,觀音區,大堀里,桃園市第02選區,黃世杰,民主進步黨,615,398,389,recall_agree_votes,217,787,1530,1560
10009190019,雲林縣,口湖鄉,梧南村,雲林縣第01選區,蘇治芬,民主進步黨,619,403,379,recall_agree_votes,216,782,1617,1669
66000080014,臺中市,北屯區,大坑里,臺中市第05選區,莊競程,民主進步黨,762,547,594,recall_agree_votes,215,1141,2077,2090
66000040010,臺中市,西區,和龍里,臺中市第06選區,江肇國,民主進步黨,822,610,571,recall_agree_votes,212,1181,2175,2170
68000050023,桃園市,蘆竹區,宏竹里,桃園市第01選區,鄭運鵬,民主進步黨,1089,877,770,recall_agree_votes,212,1647,2907,2894
66000050016,臺中市,北區,賴村里,臺中市第05選區,莊競程,民主進步黨,1416,1205,1275,recall_agree_votes,211,2480,4303,4136
65000260008,新北市,貢寮區,真理里,新北市第12選區,賴品妤,民主進步黨,767,557,199,recall_agree_votes,210,756,1804,1863
65000010064,新北市,板橋區,廣新里,新北市第07選區,羅致政,民主進步黨,945,736,782,recall_agree_votes,209,1518,2859,2932
65000030062,新北市,中和區,安穗里,新北市第08選區,吳崢,民主進步黨,1217,1008,1110,recall_agree_votes,209,2118,3764,3799
10009200002,雲林縣,水林鄉,水南村,雲林縣第01選區,蘇治芬,民主進步黨,712,504,440,recall_agree_votes,208,944,1904,1916
66000010002,臺中市,中區,大墩里,臺中市第06選區,江肇國,民主進步黨,673,465,524,recall_agree_votes,208,989,1846,1858
65000010066,新北市,板橋區,香丘里,新北市第07選區,羅致政,民主進步黨,1027,820,792,recall_agree_votes,207,1612,2893,2991
65000260007,新北市,貢寮區,仁里里,新北市第12選區,賴品妤,民主進步黨,601,395,268,recall_agree_votes,206,663,1576,1591
68000130001,桃園市,復興區,三民里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,504,298,372,recall_agree_votes,206,670,1405,1426
63000030009,臺北市,大安區,誠安里,臺北市第06選區,苗博雅,社會民主黨,1087,882,949,recall_agree_votes,205,1831,3261,3234
68000050010,桃園市,蘆竹區,內厝里,桃園市第01選區,鄭運鵬,民主進步黨,826,621,505,recall_agree_votes,205,1126,2410,2462
68000060016,桃園市,大園區,圳頭里,桃園市第02選區,黃世杰,民主進步黨,730,527,550,recall_agree_votes,203,1077,1908,1943
10009130003,雲林縣,麥寮鄉,瓦磘村,雲林縣第01選區,蘇治芬,民主進步黨,609,407,424,recall_agree_votes,202,831,1931,1967
68000110014,桃園市,新屋區,赤欄里,桃園市第02選區,黃世杰,民主進步黨,497,295,392,recall_agree_votes,202,687,1302,1231
68000080018,桃園市,八德區,大同里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,561,359,364,recall_agree_votes,202,723,1420,1427
65000010069,新北市,板橋區,長安里,新北市第07選區,羅致政,民主進步黨,1222,1020,1020,recall_agree_votes,202,2040,3460,3573
68000080044,桃園市,八德區,廣德里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,791,590,835,recall_agree_votes,201,1425,2485,2559
68000100037,桃園市,平鎮區,新榮里,桃園市第05選區,劉仁照,民主進步黨,1472,1273,1681,recall_agree_votes,199,2954,4981,4988
10009140010,雲林縣,東勢鄉,同安村,雲林縣第01選區,蘇治芬,民主進步黨,559,361,466,recall_agree_votes,198,827,1726,1799
68000080031,桃園市,八德區,大強里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,1025,827,962,recall_agree_votes,198,1789,3023,3021
10009190008,雲林縣,口湖鄉,下崙村,雲林縣第01選區,蘇治芬,民主進步黨,534,337,363,recall_agree_votes,197,700,1841,1897
65000010100,新北市,板橋區,溪北里,新北市第07選區,羅致政,民主進步黨,1006,809,826,recall_agree_votes,197,1635,2892,2940
65000010125,新北市,板橋區,大觀里,新北市第07選區,羅致政,民主進步黨,1082,886,717,recall_agree_votes,196,1603,2989,3028
68000110020,桃園市,新屋區,槺榔里,桃園市第02選區,黃世杰,民主進步黨,453,257,254,recall_agree_votes,196,511,999,1008
65000120009,新北市,瑞芳區,東和里,新北市第12選區,賴品妤,民主進步黨,520,324,413,recall_agree_votes,196,737,1480,1505
63000010028,臺北市,松山區,美仁里,臺北市第07選區,許淑華,民主進步黨,995,799,763,recall_agree_votes,196,1562,2644,2694
68000110015,桃園市,新屋區,永興里,桃園市第02選區,黃世杰,民主進步黨,451,257,266,recall_agree_votes,194,523,1008,1001
10009140003,雲林縣,東勢鄉,嘉隆村,雲林縣第01選區,蘇治芬,民主進步黨,521,328,329,recall_agree_votes,193,657,1384,1440
10009160005,雲林縣,臺西鄉,溪頂村,雲林縣第01選區,蘇治芬,民主進步黨,391,199,349,recall_agree_votes,192,548,1332,1358
68000110021,桃園市,新屋區,後庄里,桃園市第02選區,黃世杰,民主進步黨,419,228,354,recall_agree_votes,191,582,1000,1040
65000010063,新北市,板橋區,雙玉里,新北市第07選區,羅致政,民主進步黨,1179,989,901,recall_agree_votes,190,1890,3351,3404
10017020018,基隆市,七堵區,百福里,基隆市第01選區,鄭文婷,民主進步黨,1536,1346,1586,recall_agree_votes,190,2932,5694,5706
65000250012,新北市,雙溪區,泰平里,新北市第12選區,賴品妤,民主進步黨,361,172,240,recall_agree_votes,189,412,1104,1119
65000280009,新北市,萬里區,中幅里,新北市第12選區,賴品妤,民主進步黨,406,217,230,recall_agree_votes,189,447,1003,1033
65000120031,新北市,瑞芳區,深澳里,新北市第12選區,賴品妤,民主進步黨,341,153,354,recall_agree_votes,188,507,1120,1163
68000030013,桃園市,大溪區,瑞興里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,826,638,421,recall_agree_votes,188,1059,2045,2119
68000030003,桃園市,大溪區,一心里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,1334,1149,1107,recall_agree_votes,185,2256,4522,4457
65000010055,新北市,板橋區,長壽里,新北市第07選區,羅致政,民主進步黨,928,743,640,recall_agree_votes,185,1383,2409,2457
68000080016,桃園市,八德區,大興里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,1184,1000,1262,recall_agree_votes,184,2262,4100,3808
66000050019,臺中市,北區,中達里,臺中市第05選區,莊競程,民主進步黨,827,644,712,recall_agree_votes,183,1356,2461,2484
68000080019,桃園市,八德區,大成里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,999,816,963,recall_agree_votes,183,1779,2998,3086
68000030007,桃園市,大溪區,美華里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,1040,857,694,recall_agree_votes,183,1551,2852,2908
68000020038,桃園市,中壢區,石頭里,桃園市第03選區,彭俊豪,民主進步黨,562,380,459,recall_agree_votes,182,839,1555,1556
65000030016,新北市,中和區,福祥里,新北市第08選區,吳崢,民主進步黨,1356,1175,1374,recall_agree_votes,181,2549,4238,4299
63000040036,臺北市,中山區,朱園里,臺北市第03選區,謝佩芬,民主進步黨,1345,1164,1048,recall_agree_votes,181,2212,3753,3731
68000080034,桃園市,八德區,大竹里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,548,368,400,recall_agree_votes,180,768,1421,1418
66000070014,臺中市,南屯區,鎮平里,臺中市第04選區,張廖萬堅,民主進步黨,567,388,344,recall_agree_votes,179,732,1213,1234
65000030013,新北市,中和區,福真里,新北市第08選區,吳崢,民主進步黨,1080,902,1103,recall_agree_votes,178,2005,3593,3609
68000080012,桃園市,八德區,高明里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,990,813,1059,recall_agree_votes,177,1872,3543,3591
68000120003,桃園市,觀音區,廣興里,桃園市第02選區,黃世杰,民主進步黨,436,259,417,recall_agree_votes,177,676,1269,1254
65000030090,新北市,中和區,冠穗里,新北市第08選區,吳崢,民主進步黨,951,775,876,recall_agree_votes,176,1651,2752,2824
65000170014,新北市,林口區,太平里,新北市第01選區,何博文,民主進步黨,558,383,302,recall_agree_votes,175,685,1351,1405
63000040004,臺北市,中山區,民安里,臺北市第03選區,謝佩芬,民主進步黨,1332,1157,947,recall_agree_votes,175,2104,3653,3689
68000100027,桃園市,平鎮區,鎮興里,桃園市第05選區,劉仁照,民主進步黨,859,685,923,recall_agree_votes,174,1608,2915,2872
68000050015,桃園市,蘆竹區,坑口里,桃園市第01選區,鄭運鵬,民主進步黨,766,592,527,recall_agree_votes,174,1119,1996,2104
65000030064,新北市,中和區,明穗里,新北市第08選區,吳崢,民主進步黨,1210,1037,1079,recall_agree_votes,173,2116,3653,3760
65000030086,新北市,中和區,錦盛里,新北市第08選區,吳崢,民主進步黨,980,807,998,recall_agree_votes,173,1805,3178,3262
65000030088,新北市,中和區,員富里,新北市第08選區,吳崢,民主進步黨,955,783,897,recall_agree_votes,172,1680,3167,3162
65000280006,新北市,萬里區,雙興里,新北市第12選區,賴品妤,民主進步黨,381,209,220,recall_agree_votes,172,429,898,929
66000080011,臺中市,北屯區,東山里,臺中市第05選區,莊競程,民主進步黨,780,609,526,recall_agree_votes,171,1135,2012,1970
68000050014,桃園市,蘆竹區,坑子里,桃園市第01選區,鄭運鵬,民主進步黨,705,534,284,recall_agree_votes,171,818,1527,1547
68000080033,桃園市,八德區,大明里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,989,818,973,recall_agree_votes,171,1791,3431,3414
65000030012,新北市,中和區,廟美里,新北市第08選區,吳崢,民主進步黨,1104,938,1203,recall_agree_votes,166,2141,3718,3785
10009060024,雲林縣,北港鎮,好收里,雲林縣第01選區,蘇治芬,民主進步黨,559,394,328,recall_agree_votes,165,722,1435,1468
68000050019,桃園市,蘆竹區,長興里,桃園市第01選區,鄭運鵬,民主進步黨,757,592,652,recall_agree_votes,165,1244,2497,2491
68000030014,桃園市,大溪區,中新里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,588,424,335,recall_agree_votes,164,759,1456,1459
65000120010,新北市,瑞芳區,上天里,新北市第12選區,賴品妤,民主進步黨,376,212,338,recall_agree_votes,164,550,1138,1184
68000110019,桃園市,新屋區,蚵間里,桃園市第02選區,黃世杰,民主進步黨,393,230,221,recall_agree_votes,163,451,866,869
65000030071,新北市,中和區,明德里,新北市第08選區,吳崢,民主進步黨,986,824,948,recall_agree_votes,162,1772,3251,3305
68000060004,桃園市,大園區,和平里,桃園市第02選區,黃世杰,民主進步黨,642,480,394,recall_agree_votes,162,874,1551,1587
68000080047,桃園市,八德區,永豐里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,862,701,868,recall_agree_votes,161,1569,2907,2816
68000080002,桃園市,八德區,福興里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,1093,932,1392,recall_agree_votes,161,2324,4773,4402
68000100031,桃園市,平鎮區,廣達里,桃園市第05選區,劉仁照,民主進步黨,1222,1061,1240,recall_agree_votes,161,2301,3878,3853
10009150001,雲林縣,褒忠鄉,中民村,雲林縣第01選區,蘇治芬,民主進步黨,591,431,552,recall_agree_votes,160,983,1750,1762
10009140005,雲林縣,東勢鄉,月眉村,雲林縣第01選區,蘇治芬,民主進步黨,369,211,278,recall_agree_votes,158,489,1022,1072
10009170020,雲林縣,元長鄉,崙仔村,雲林縣第01選區,蘇治芬,民主進步黨,289,132,180,recall_agree_votes,157,312,732,765
68000060014,桃園市,大園區,沙崙里,桃園市第02選區,黃世杰,民主進步黨,462,305,427,recall_agree_votes,157,732,1332,1394
66000050028,臺中市,北區,大湖里,臺中市第05選區,莊競程,民主進步黨,665,509,503,recall_agree_votes,156,1012,1955,2031
65000010058,新北市,板橋區,九如里,新北市第07選區,羅致政,民主進步黨,913,757,625,recall_agree_votes,156,1382,2354,2446
68000020035,桃園市,中壢區,興國里,桃園市第03選區,彭俊豪,民主進步黨,630,474,621,recall_agree_votes,156,1095,1943,1802
65000030004,新北市,中和區,仁和里,新北市第08選區,吳崢,民主進步黨,987,832,1013,recall_agree_votes,155,1845,3259,3351
68000080048,桃園市,八德區,大順里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,658,503,700,recall_agree_votes,155,1203,2161,2286
63000040012,臺北市,中山區,圓山里,臺北市第03選區,謝佩芬,民主進步黨,1195,1041,894,recall_agree_votes,154,1935,3381,3434
10009150004,雲林縣,褒忠鄉,新湖村,雲林縣第01選區,蘇治芬,民主進步黨,423,269,255,recall_agree_votes,154,524,1034,1093
10009150005,雲林縣,褒忠鄉,馬鳴村,雲林縣第01選區,蘇治芬,民主進步黨,491,337,378,recall_agree_votes,154,715,1329,1340
10017020019,基隆市,七堵區,實踐里,基隆市第01選區,鄭文婷,民主進步黨,912,758,984,recall_agree_votes,154,1742,3465,3445
65000010076,新北市,板橋區,福星里,新北市第07選區,羅致政,民主進步黨,1033,881,892,recall_agree_votes,152,1773,2917,2943
65000260006,新北市,貢寮區,福隆里,新北市第12選區,賴品妤,民主進步黨,463,312,320,recall_agree_votes,151,632,1451,1498
10009050011,雲林縣,土庫鎮,東平里,雲林縣第01選區,蘇治芬,民主進步黨,625,474,461,recall_agree_votes,151,935,1754,1793
63000030008,臺北市,大安區,昌隆里,臺北市第06選區,苗博雅,社會民主黨,896,745,795,recall_agree_votes,151,1540,2576,2580
66000040013,臺中市,西區,安龍里,臺中市第06選區,江肇國,民主進步黨,984,833,825,recall_agree_votes,151,1658,2818,2679
10009060026,雲林縣,北港鎮,扶朝里,雲林縣第01選區,蘇治芬,民主進步黨,486,336,124,recall_agree_votes,150,460,872,908
10009150002,雲林縣,褒忠鄉,埔姜村,雲林縣第01選區,蘇治芬,民主進步黨,441,291,449,recall_agree_votes,150,740,1386,1400
10009200003,雲林縣,水林鄉,海埔村,雲林縣第01選區,蘇治芬,民主進步黨,387,238,164,recall_agree_votes,149,402,880,922
10009190009,雲林縣,口湖鄉,崙中村,雲林縣第01選區,蘇治芬,民主進步黨,388,240,282,recall_agree_votes,148,522,1369,1398
10009190007,雲林縣,口湖鄉,蚵寮村,雲林縣第01選區,蘇治芬,民主進步黨,431,283,251,recall_agree_votes,148,534,1275,1311
68000070012,桃園市,龜山區,大坑里,桃園市第01選區,鄭運鵬,民主進步黨,661,513,455,recall_agree_votes,148,968,1807,1837
68000110013,桃園市,新屋區,石牌里,桃園市第02選區,黃世杰,民主進步黨,348,202,273,recall_agree_votes,146,475,840,876
10017030005,基隆市,暖暖區,碇內里,基隆市第01選區,王醒之,無黨籍及未經政黨推薦,631,486,855,recall_agree_votes,145,1341,2469,2500
68000020045,桃園市,中壢區,舊明里,桃園市第03選區,彭俊豪,民主進步黨,535,390,390,recall_agree_votes,145,780,1330,1351
10009190012,雲林縣,口湖鄉,港東村,雲林縣第01選區,蘇治芬,民主進步黨,372,228,307,recall_agree_votes,144,535,1317,1396
10009050014,雲林縣,土庫鎮,西平里,雲林縣第01選區,蘇治芬,民主進步黨,510,366,429,recall_agree_votes,144,795,1602,1667
65000010122,新北市,板橋區,東安里,新北市第07選區,羅致政,民主進步黨,715,571,488,recall_agree_votes,144,1059,1899,1919
10017030004,基隆市,暖暖區,過港里,基隆市第01選區,王醒之,無黨籍及未經政黨推薦,900,756,1066,recall_agree_votes,144,1822,3490,3485
10009200004,雲林縣,水林鄉,土厝村,雲林縣第01選區,蘇治芬,民主進步黨,476,333,184,recall_agree_votes,143,517,1093,1077
68000030008,桃園市,大溪區,福安里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,832,689,443,recall_agree_votes,143,1132,2064,2108
10009050016,雲林縣,土庫鎮,崙內里,雲林縣第01選區,蘇治芬,民主進步黨,441,299,429,recall_agree_votes,142,728,1430,1454
10009190020,雲林縣,口湖鄉,梧北村,雲林縣第01選區,蘇治芬,民主進步黨,498,356,180,recall_agree_votes,142,536,1078,1090
68000110011,桃園市,新屋區,下埔里,桃園市第02選區,黃世杰,民主進步黨,325,183,199,recall_agree_votes,142,382,668,689
68000050030,桃園市,蘆竹區,蘆興里,桃園市第01選區,鄭運鵬,民主進步黨,533,392,456,recall_agree_votes,141,848,1540,1565
10017020010,基隆市,七堵區,堵北里,基隆市第01選區,鄭文婷,民主進步黨,935,794,980,recall_agree_votes,141,1774,3351,3414
10009170014,雲林縣,元長鄉,龍岩村,雲林縣第01選區,蘇治芬,民主進步黨,360,219,182,recall_agree_votes,141,401,872,900
10009180003,雲林縣,四湖鄉,溪底村,雲林縣第01選區,蘇治芬,民主進步黨,306,166,262,recall_agree_votes,140,428,841,879
10009060019,雲林縣,北港鎮,草湖里,雲林縣第01選區,蘇治芬,民主進步黨,512,372,215,recall_agree_votes,140,587,1279,1267
10009190015,雲林縣,口湖鄉,成龍村,雲林縣第01選區,蘇治芬,民主進步黨,292,153,166,recall_agree_votes,139,319,809,836
65000010085,新北市,板橋區,華貴里,新北市第07選區,羅致政,民主進步黨,742,603,590,recall_agree_votes,139,1193,2053,2133
10009200013,雲林縣,水林鄉,大山村,雲林縣第01選區,蘇治芬,民主進步黨,412,274,160,recall_agree_votes,138,434,941,956
68000050013,桃園市,蘆竹區,外社里,桃園市第01選區,鄭運鵬,民主進步黨,641,504,265,recall_agree_votes,137,769,1404,1452
10009190010,雲林縣,口湖鄉,崙東村,雲林縣第01選區,蘇治芬,民主進步黨,384,247,327,recall_agree_votes,137,574,1285,1342
68000120005,桃園市,觀音區,武威里,桃園市第02選區,黃世杰,民主進步黨,379,242,288,recall_agree_votes,137,530,918,915
68000090024,桃園市,龍潭區,聖德里,桃園市第05選區,劉仁照,民主進步黨,798,661,847,recall_agree_votes,137,1508,2786,2775
10009050007,雲林縣,土庫鎮,奮起里,雲林縣第01選區,蘇治芬,民主進步黨,364,228,321,recall_agree_votes,136,549,1168,1199
66000060004,臺中市,西屯區,龍潭里,臺中市第04選區,張廖萬堅,民主進步黨,427,291,302,recall_agree_votes,136,593,1081,983
68000060013,桃園市,大園區,海口里,桃園市第02選區,黃世杰,民主進步黨,346,211,326,recall_agree_votes,135,537,953,968
66000040003,臺中市,西區,三民里,臺中市第06選區,江肇國,民主進步黨,623,488,489,recall_agree_votes,135,977,2304,2294
10009170018,雲林縣,元長鄉,瓦磘村,雲林縣第01選區,蘇治芬,民主進步黨,455,321,269,recall_agree_votes,134,590,1300,1368
68000120019,桃園市,觀音區,塔腳里,桃園市第02選區,黃世杰,民主進步黨,355,221,293,recall_agree_votes,134,514,949,1005
65000260011,新北市,貢寮區,和美里,新北市第12選區,賴品妤,民主進步黨,366,233,126,recall_agree_votes,133,359,867,904
66000010003,臺中市,中區,綠川里,臺中市第06選區,江肇國,民主進步黨,537,404,393,recall_agree_votes,133,797,1451,1423
68000100036,桃園市,平鎮區,北富里,桃園市第05選區,劉仁照,民主進步黨,1083,950,1077,recall_agree_votes,133,2027,3568,3686
65000250006,新北市,雙溪區,牡丹里,新北市第12選區,賴品妤,民主進步黨,376,244,311,recall_agree_votes,132,555,1272,1331
66000010005,臺中市,中區,光復里,臺中市第06選區,江肇國,民主進步黨,599,467,492,recall_agree_votes,132,959,1734,1810
68000110018,桃園市,新屋區,深圳里,桃園市第02選區,黃世杰,民主進步黨,273,141,200,recall_agree_votes,132,341,596,603
65000260009,新北市,貢寮區,福連里,新北市第12選區,賴品妤,民主進步黨,305,173,150,recall_agree_votes,132,323,803,840
10009190014,雲林縣,口湖鄉,台子村,雲林縣第01選區,蘇治芬,民主進步黨,611,480,331,recall_agree_votes,131,811,1747,1813
10009050008,雲林縣,土庫鎮,埤腳里,雲林縣第01選區,蘇治芬,民主進步黨,380,250,303,recall_agree_votes,130,553,1116,1159
65000030091,新北市,中和區,國華里,新北市第08選區,吳崢,民主進步黨,913,783,844,recall_agree_votes,130,1627,2848,2877
65000030083,新北市,中和區,中山里,新北市第08選區,吳崢,民主進步黨,696,567,681,recall_agree_votes,129,1248,2291,2313
65000100013,新北市,淡水區,水源里,新北市第01選區,何博文,民主進步黨,649,521,471,recall_agree_votes,128,992,1860,1875
65000030058,新北市,中和區,嘉穗里,新北市第08選區,吳崢,民主進步黨,799,672,736,recall_agree_votes,127,1408,2496,2401
68000010027,桃園市,桃園區,南華里,桃園市第04選區,范綱祥,民主進步黨,477,350,317,recall_agree_votes,127,667,1275,1284
10009170013,雲林縣,元長鄉,下寮村,雲林縣第01選區,蘇治芬,民主進步黨,429,303,387,recall_agree_votes,126,690,1381,1396
10009200008,雲林縣,水林鄉,蘇秦村,雲林縣第01選區,蘇治芬,民主進步黨,331,205,138,recall_agree_votes,126,343,863,892
66000050027,臺中市,北區,六合里,臺中市第05選區,莊競程,民主進步黨,565,440,414,recall_agree_votes,125,854,1654,1660
65000270007,新北市,金山區,重和里,新北市第12選區,賴品妤,民主進步黨,387,262,247,recall_agree_votes,125,509,1160,1110
68000030022,桃園市,大溪區,瑞源里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,974,849,1007,recall_agree_votes,125,1856,3430,3455
66000010006,臺中市,中區,柳川里,臺中市第06選區,江肇國,民主進步黨,535,411,476,recall_agree_votes,124,887,1873,1813
10009190004,雲林縣,口湖鄉,埔北村,雲林縣第01選區,蘇治芬,民主進步黨,284,161,169,recall_agree_votes,123,330,789,834
68000010031,桃園市,桃園區,北門里,桃園市第04選區,范綱祥,民主進步黨,576,453,455,recall_agree_votes,123,908,1624,1654
68000010009,桃園市,桃園區,永興里,桃園市第04選區,范綱祥,民主進步黨,603,481,432,recall_agree_votes,122,913,1798,1768
68000120008,桃園市,觀音區,新興里,桃園市第02選區,黃世杰,民主進步黨,299,178,246,recall_agree_votes,121,424,767,753
66000010004,臺中市,中區,公園里,臺中市第06選區,江肇國,民主進步黨,471,350,357,recall_agree_votes,121,707,1359,1326
10009180008,雲林縣,四湖鄉,蔡厝村,雲林縣第01選區,蘇治芬,民主進步黨,260,140,155,recall_agree_votes,120,295,735,775
68000030012,桃園市,大溪區,義和里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,630,510,346,recall_agree_votes,120,856,1613,1618
68000070017,桃園市,龜山區,龍壽里,桃園市第01選區,鄭運鵬,民主進步黨,639,520,274,recall_agree_votes,119,794,1580,1601
65000120003,新北市,瑞芳區,龍鎮里,新北市第12選區,賴品妤,民主進步黨,378,259,335,recall_agree_votes,119,594,1106,1150
10009180021,雲林縣,四湖鄉,萡東村,雲林縣第01選區,蘇治芬,民主進步黨,341,222,130,recall_agree_votes,119,352,928,950
68000080050,桃園市,八德區,福德里,桃園市第06選區,趙正宇,無黨籍及未經政黨推薦,701,582,868,recall_agree_votes,119,1450,2834,2703
10009200014,雲林縣,水林鄉,大溝村,雲林縣第01選區,蘇治芬,民主進步黨,347,229,190,recall_agree_votes,118,419,876,916
65000030056,新北市,中和區,民享里,新北市第08選區,吳崢,民主進步黨,729,612,658,recall_agree_votes,117,1270,2071,2117
65000010108,新北市,板橋區,正泰里,新北市第07選區,羅致政,民主進步黨,874,758,744,recall_agree_votes,116,1502,2444,2494
65000120033,新北市,瑞芳區,鼻頭里,新北市第12選區,賴品妤,民主進步黨,238,122,157,recall_agree_votes,116,279,775,796
10009050017,雲林縣,土庫鎮,新庄里,雲林縣第01選區,蘇治芬,民主進步黨,427,311,357,recall_agree_votes,116,668,1282,1338
65000110038,新北市,汐止區,環河里,新北市第12選區,賴品妤,民主進步黨,465,350,237,recall_agree_votes,115,587,1040,1102
10009180016,雲林縣,四湖鄉,萡子村,雲林縣第01選區,蘇治芬,民主進步黨,292,178,103,recall_agree_votes,114,281,756,805
10009170002,雲林縣,元長鄉,長北村,雲林縣第01選區,蘇治芬,民主進步黨,413,299,349,recall_agree_votes,114,648,1324,1375
10009150006,雲林縣,褒忠鄉,有才村,雲林縣第01選區,蘇治芬,民主進步黨,263,149,216,recall_agree_votes,114,365,770,788
65000010126,新北市,板橋區,歡園里,新北市第07選區,羅致政,民主進步黨,413,301,256,recall_agree_votes,112,557,952,1003
10009180012,雲林縣,四湖鄉,羊調村,雲林縣第01選區,蘇治芬,民主進步黨,247,135,228,recall_agree_votes,112,363,800,838
